_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,this_document_is,orig__golden,current_document,description,id,iteration,query,query_id,this_document_is_gold,this_document_is_gold_reason,username
2108274735,1/20/2019 17:53:10,false,4445728007,,1/20/2019 17:52:26,false,elite,1.0,44076036,CAN,NL,Gander,99.242.136.30,keywordstuffed,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
The best guide to your sewing machine is the manual for your sewing machine. Here you can find Sewing Instructions for basic Sewing Techniques. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-20-00-01-27-433243,sewing instructions,069_0,,,dummy_doc_069_1
2108274735,1/20/2019 17:53:31,false,4445728626,,1/20/2019 17:52:24,false,instagc,1.0,43951421,GBR,"","",85.255.234.124,keywordstuffed,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
The best guide to your sewing machine is the manual for your sewing machine. Here you can find Sewing Instructions for basic Sewing Techniques. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-20-00-01-27-433243,sewing instructions,069_0,,,dummy_doc_069_1
2108274735,1/20/2019 17:54:12,false,4445730052,,1/20/2019 17:53:31,false,elite,1.0,44761387,USA,CA,Los Angeles,216.144.237.75,valid,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
The best guide to your sewing machine is the manual for your sewing machine. Here you can find Sewing Instructions for basic Sewing Techniques. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-20-00-01-27-433243,sewing instructions,069_0,,,dummy_doc_069_1
2108274735,1/20/2019 17:54:49,false,4445731295,,1/20/2019 17:54:26,false,elite,1.0,44634108,USA,CA,Los Angeles,216.144.237.75,valid,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
The best guide to your sewing machine is the manual for your sewing machine. Here you can find Sewing Instructions for basic Sewing Techniques. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-20-00-01-27-433243,sewing instructions,069_0,,,dummy_doc_069_1
2108274735,1/20/2019 17:57:30,false,4445736424,,1/20/2019 17:53:24,false,clixsense,0.8571,6564167,USA,CA,Los Angeles,173.196.214.237,keywordstuffed,,"
 Here you can find Sewing Instructions for basic Sewing Techniques.
It may be your first time sewing, but don't worry, sewing projects all include easy step-by-step instructions.
The best guide to your sewing machine is the manual for your sewing machine. Here you can find Sewing Instructions for basic Sewing Techniques. Learning about sewing machine techniques will increase your sewing abilities.
First things first - there are two main ways to thread your hand sewing needle and both are good for different techniques:
Single thread: thread your needle but knot only one end so that the other is free to come unthreaded.
Double thread: thread your needle and knot both ends together - the doubled up thread will make for a more secure stitch, but is impossible to unpick without cutting the thread and starting over!
","Find beginners instructions to sewing, both by hand and by machine.",,2019-01-20-00-01-27-433243,sewing instructions,069_0,,,dummy_doc_069_1
2108274736,1/20/2019 17:09:36,false,4445640023,,1/20/2019 17:08:49,false,instagc,0.875,39147083,USA,NJ,Maple Shade,76.116.165.52,keywordstuffed,,"
Empire Hotel:
This Upper West Side hotel is within 1 block of Central Parks lush greenery and the Lincoln Center for the Performing Arts. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your newyork hotel at the Hampton Inn MSG. Holiday Inn Express MSG hotel: This budget hotel newyork city near MSG offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.
",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_0,,,dummy_doc_180_2
2108274736,1/20/2019 17:14:51,false,4445649221,,1/20/2019 17:14:10,false,elite,1.0,44260973,USA,CA,Los Angeles,96.44.135.125,valid,,"
Empire Hotel:
This Upper West Side hotel is within 1 block of Central Parks lush greenery and the Lincoln Center for the Performing Arts. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your newyork hotel at the Hampton Inn MSG. Holiday Inn Express MSG hotel: This budget hotel newyork city near MSG offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.
",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_0,,,dummy_doc_180_2
2108274736,1/20/2019 17:17:21,false,4445653965,,1/20/2019 17:16:11,false,elite,1.0,44321377,USA,NY,Rochester,216.126.193.3,valid,,"
Empire Hotel:
This Upper West Side hotel is within 1 block of Central Parks lush greenery and the Lincoln Center for the Performing Arts. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your newyork hotel at the Hampton Inn MSG. Holiday Inn Express MSG hotel: This budget hotel newyork city near MSG offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.
",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_0,,,dummy_doc_180_2
2108274736,1/20/2019 17:17:30,false,4445654256,,1/20/2019 17:17:08,false,instagc,1.0,34609243,USA,OH,Columbus,74.199.22.154,valid,,"
Empire Hotel:
This Upper West Side hotel is within 1 block of Central Parks lush greenery and the Lincoln Center for the Performing Arts. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your newyork hotel at the Hampton Inn MSG. Holiday Inn Express MSG hotel: This budget hotel newyork city near MSG offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.
",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_0,,,dummy_doc_180_2
2108274736,1/20/2019 17:18:15,false,4445655695,,1/20/2019 17:15:24,false,instagc,0.875,43294773,GBR,X4,Caerphilly,5.71.223.221,valid,,"
Empire Hotel:
This Upper West Side hotel is within 1 block of Central Parks lush greenery and the Lincoln Center for the Performing Arts. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your newyork hotel at the Hampton Inn MSG. Holiday Inn Express MSG hotel: This budget hotel newyork city near MSG offers a complimentary weeknight social hour, and is just across the street from historic Penn Station.
",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_0,,,dummy_doc_180_2
2108274737,1/20/2019 17:15:37,false,4445650725,,1/20/2019 17:14:54,false,elite,1.0,44260973,USA,CA,Los Angeles,96.44.135.125,valid,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    Hampton Inn Madison Square Garden hotel: The Hampton Inn newyork city near MSG is just a short walk from MSG, and is surrounded by some of the best bars in newyork city.",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_0,,,dummy_doc_180_3
2108274737,1/20/2019 17:19:23,false,4445658159,,1/20/2019 17:17:32,false,instagc,1.0,34609243,USA,OH,Columbus,74.199.22.154,valid,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    Hampton Inn Madison Square Garden hotel: The Hampton Inn newyork city near MSG is just a short walk from MSG, and is surrounded by some of the best bars in newyork city.",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_0,,,dummy_doc_180_3
2108274737,1/20/2019 17:20:42,false,4445660564,,1/20/2019 17:18:17,false,instagc,0.875,43294773,GBR,X4,Caerphilly,5.71.223.221,keywordstuffed,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    Hampton Inn Madison Square Garden hotel: The Hampton Inn newyork city near MSG is just a short walk from MSG, and is surrounded by some of the best bars in newyork city.",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_0,,,dummy_doc_180_3
2108274737,1/20/2019 17:22:55,false,4445664702,,1/20/2019 17:17:58,false,elite,1.0,44943183,USA,FL,Miami,173.44.36.179,keywordstuffed,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    Hampton Inn Madison Square Garden hotel: The Hampton Inn newyork city near MSG is just a short walk from MSG, and is surrounded by some of the best bars in newyork city.",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_0,,,dummy_doc_180_3
2108274737,1/20/2019 17:24:38,false,4445667860,,1/20/2019 17:22:57,false,instagc,0.875,18960682,GBR,C9,Carlisle,86.170.190.167,useless,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. To find the cheapest budget hotels NY near MSG, check out the great NYC hotel values below.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    Hampton Inn Madison Square Garden hotel: The Hampton Inn newyork city near MSG is just a short walk from MSG, and is surrounded by some of the best bars in newyork city.",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_0,,,dummy_doc_180_3
2108274738,1/20/2019 17:21:55,false,4445662840,,1/20/2019 17:19:25,false,instagc,1.0,34609243,USA,OH,Columbus,74.199.22.154,valid,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. Chic, urban, and in the heart of it all, the Pod Hotels are right where you want to be in New York City.
    Hampton Inn Madison Square Garden: The Hampton Inn NYC near MSG is just a short walk from Madison Square Garden, and is surrounded by some of the best bars in NYC. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below.",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_2,,,dummy_doc_180_3
2108274738,1/20/2019 17:22:25,false,4445663852,,1/20/2019 17:20:44,false,instagc,0.875,43294773,GBR,X4,Caerphilly,5.71.223.221,keywordstuffed,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. Chic, urban, and in the heart of it all, the Pod Hotels are right where you want to be in New York City.
    Hampton Inn Madison Square Garden: The Hampton Inn NYC near MSG is just a short walk from Madison Square Garden, and is surrounded by some of the best bars in NYC. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below.",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_2,,,dummy_doc_180_3
2108274738,1/20/2019 17:25:27,false,4445669219,,1/20/2019 17:24:40,false,instagc,0.875,18960682,GBR,C9,Carlisle,86.170.190.167,keywordstuffed,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. Chic, urban, and in the heart of it all, the Pod Hotels are right where you want to be in New York City.
    Hampton Inn Madison Square Garden: The Hampton Inn NYC near MSG is just a short walk from Madison Square Garden, and is surrounded by some of the best bars in NYC. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below.",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_2,,,dummy_doc_180_3
2108274738,1/20/2019 17:34:10,false,4445691910,,1/20/2019 17:31:36,false,neodev,0.875,43934425,USA,GA,Atlanta,104.129.18.212,valid,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. Chic, urban, and in the heart of it all, the Pod Hotels are right where you want to be in New York City.
    Hampton Inn Madison Square Garden: The Hampton Inn NYC near MSG is just a short walk from Madison Square Garden, and is surrounded by some of the best bars in NYC. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below.",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_2,,,dummy_doc_180_3
2108274738,1/20/2019 17:44:49,false,4445712356,,1/20/2019 17:42:38,false,neodev,1.0,43628457,USA,GA,Atlanta,107.150.30.171,valid,,"Commonly referred to as ""The Most Famous Arena in the World,"" Madison Square Garden is the home of the New York Knicks, NY Rangers, and some of the best concerts in NYC. Chic, urban, and in the heart of it all, the Pod Hotels are right where you want to be in New York City.
    Hampton Inn Madison Square Garden: The Hampton Inn NYC near MSG is just a short walk from Madison Square Garden, and is surrounded by some of the best bars in NYC. Grab a pint before the game, and enjoy close access to your NY hotel ar the Hampton Inn MSG.
    To find the cheapest budget hotels newyork near MSG, check out the great newyork city hotels values below.",Find inexpensive hotels in New York City.,,2019-01-20-00-01-27-433243,newyork hotels,180_2,,,dummy_doc_180_3
2108274739,1/20/2019 17:25:59,false,4445670413,,1/20/2019 17:25:29,false,instagc,0.875,18960682,GBR,C9,Carlisle,86.170.190.167,keywordstuffed,,"
 Wilson has always been #1 in customer loyalty because of our over the top customer service and our extreme technical support. Plus the sheer quality of our products -- from CB antenna mounts to harnesses and more -- is second to none.

Wilson CB antennas offer silver-plated copper wire for superior power and the broadband antenna allows for easy tuning. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_3
2108274739,1/20/2019 17:32:40,false,4445689142,,1/20/2019 17:32:06,false,elite,1.0,43934503,USA,CA,Los Angeles,216.144.237.75,valid,,"
 Wilson has always been #1 in customer loyalty because of our over the top customer service and our extreme technical support. Plus the sheer quality of our products -- from CB antenna mounts to harnesses and more -- is second to none.

Wilson CB antennas offer silver-plated copper wire for superior power and the broadband antenna allows for easy tuning. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_3
2108274739,1/20/2019 17:33:24,false,4445690498,,1/20/2019 17:31:48,false,instagc,0.875,15298546,USA,OH,Cleveland,184.56.147.74,keywordstuffed,,"
 Wilson has always been #1 in customer loyalty because of our over the top customer service and our extreme technical support. Plus the sheer quality of our products -- from CB antenna mounts to harnesses and more -- is second to none.

Wilson CB antennas offer silver-plated copper wire for superior power and the broadband antenna allows for easy tuning. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_3
2108274739,1/20/2019 17:35:11,false,4445694075,,1/20/2019 17:34:12,false,neodev,0.875,43934425,USA,GA,Atlanta,104.129.18.212,keywordstuffed,,"
 Wilson has always been #1 in customer loyalty because of our over the top customer service and our extreme technical support. Plus the sheer quality of our products -- from CB antenna mounts to harnesses and more -- is second to none.

Wilson CB antennas offer silver-plated copper wire for superior power and the broadband antenna allows for easy tuning. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_3
2108274739,1/20/2019 17:36:00,false,4445695577,,1/20/2019 17:35:22,false,elite,0.875,44168181,USA,CA,Los Angeles,216.144.237.75,valid,,"
 Wilson has always been #1 in customer loyalty because of our over the top customer service and our extreme technical support. Plus the sheer quality of our products -- from CB antenna mounts to harnesses and more -- is second to none.

Wilson CB antennas offer silver-plated copper wire for superior power and the broadband antenna allows for easy tuning. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market.
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_0,,,dummy_doc_048_3
2108274740,1/20/2019 16:53:46,false,4445610574,,1/20/2019 16:53:07,false,elite,0.875,43825820,GBR,N1,Cannock,79.66.67.246,valid,,"
 Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. Plus the sheer quality of our products -- from CB antenna mounts to harnesses and more -- is second to none.

Wilson CB antennas offer silver-plated copper wire for superior power and the broadband antenna allows for easy tuning. Wilson Antennas offer a total package of antennas, including the most popular magnet mount antennas on the market. The company offers CB antennas, studs, CB antenna mounts, cables and other accessories to meet all your needs
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_2,,,dummy_doc_048_3
2108274740,1/20/2019 16:55:08,false,4445613202,,1/20/2019 16:54:11,false,elite,1.0,44321205,USA,NY,Rochester,216.126.193.3,valid,,"
 Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. Plus the sheer quality of our products -- from CB antenna mounts to harnesses and more -- is second to none.

Wilson CB antennas offer silver-plated copper wire for superior power and the broadband antenna allows for easy tuning. Wilson Antennas offer a total package of antennas, including the most popular magnet mount antennas on the market. The company offers CB antennas, studs, CB antenna mounts, cables and other accessories to meet all your needs
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_2,,,dummy_doc_048_3
2108274740,1/20/2019 17:02:32,false,4445627286,,1/20/2019 17:01:20,false,elite,0.875,45026820,USA,NM,Albuquerque,207.188.179.76,keywordstuffed,,"
 Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. Plus the sheer quality of our products -- from CB antenna mounts to harnesses and more -- is second to none.

Wilson CB antennas offer silver-plated copper wire for superior power and the broadband antenna allows for easy tuning. Wilson Antennas offer a total package of antennas, including the most popular magnet mount antennas on the market. The company offers CB antennas, studs, CB antenna mounts, cables and other accessories to meet all your needs
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_2,,,dummy_doc_048_3
2108274740,1/20/2019 17:05:08,false,4445632040,,1/20/2019 17:04:10,false,clixsense,1.0,35849301,USA,NY,New York,142.255.55.251,valid,,"
 Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. Plus the sheer quality of our products -- from CB antenna mounts to harnesses and more -- is second to none.

Wilson CB antennas offer silver-plated copper wire for superior power and the broadband antenna allows for easy tuning. Wilson Antennas offer a total package of antennas, including the most popular magnet mount antennas on the market. The company offers CB antennas, studs, CB antenna mounts, cables and other accessories to meet all your needs
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_2,,,dummy_doc_048_3
2108274740,1/20/2019 17:06:30,false,4445634620,,1/20/2019 17:05:15,false,instagc,1.0,44197246,GBR,E4,Maldon,86.143.239.200,valid,,"
 Wilson Antennas have several types of antennas to offer, including the most popular magnet mount antennas on the market. Plus the sheer quality of our products -- from CB antenna mounts to harnesses and more -- is second to none.

Wilson CB antennas offer silver-plated copper wire for superior power and the broadband antenna allows for easy tuning. Wilson Antennas offer a total package of antennas, including the most popular magnet mount antennas on the market. The company offers CB antennas, studs, CB antenna mounts, cables and other accessories to meet all your needs
",Find information about Wilson CB antennas.,,2019-01-20-00-01-27-433243,wilson antenna,048_2,,,dummy_doc_048_3
